iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
143,"(23, 15)","(22, 15)",East,"[('(24, 15)', 'East', 1), ('(22, 15)', 'West', 1)]","['(23, 11)', '(23, 15)']","['(24, 15)', '(23, 11)']","['(34, 1)', '(27, 4)', '(28, 3)', '(17, 3)', '(14, 13)', '(17, 12)', '(19, 9)', '(32, 3)', '(15, 5)', '(29, 4)', '(16, 13)', '(21, 9)', '(34, 3)', '(27, 6)', '(17, 5)', '(30, 11)', '(19, 11)', '(35, 1)', '(24, 1)', '(35, 10)', '(15, 7)', '(18, 3)', '(22, 3)', '(28, 7)', '(17, 7)', '(33, 6)', '(35, 3)', '(24, 3)', '(13, 3)', '(15, 9)', '(18, 5)', '(31, 8)', '(34, 7)', '(27, 1)', '(17, 9)', '(32, 9)', '(35, 5)', '(24, 5)', '(25, 4)', '(15, 2)', '(16, 1)', '(13, 5)', '(15, 11)', '(31, 1)', '(20, 1)', '(31, 10)', '(34, 9)', '(22, 7)', '(14, 3)', '(23, 15)', '(17, 11)', '(33, 1)', '(33, 10)', '(35, 7)', '(24, 7)', '(25, 6)', '(16, 3)', '(15, 4)', '(13, 7)', '(15, 13)', '(18, 9)', '(31, 3)', '(20, 3)', '(21, 11)', '(23, 8)', '(33, 3)', '(19, 13)', '(35, 9)', '(24, 9)', '(16, 5)', '(29, 8)', '(31, 5)', '(23, 1)', '(22, 11)', '(21, 13)', '(14, 7)', '(33, 5)', '(35, 2)', '(25, 1)', '(35, 11)', '(16, 7)', '(29, 1)', '(31, 7)', '(21, 6)', '(23, 3)', '(21, 15)', '(27, 3)', '(19, 8)', '(33, 7)', '(35, 4)', '(13, 4)', '(25, 3)', '(29, 3)', '(31, 9)', '(21, 8)', '(23, 5)', '(27, 5)', '(19, 1)', '(17, 13)', '(33, 9)', '(25, 5)', '(29, 5)', '(31, 2)', '(21, 1)', '(31, 11)', '(23, 7)', '(27, 7)', '(17, 6)', '(19, 3)', '(19, 12)', '(33, 11)', '(25, 7)', '(15, 8)', '(29, 7)', '(31, 4)', '(22, 1)', '(21, 3)', '(20, 13)', '(18, 13)', '(21, 12)', '(23, 9)', '(30, 5)', '(33, 4)', '(19, 5)', '(25, 9)', '(15, 1)', '(15, 10)', '(29, 9)', '(31, 6)', '(21, 5)', '(23, 2)', '(21, 14)', '(27, 2)', '(28, 1)', '(17, 1)', '(22, 15)', '(17, 10)', '(19, 7)', '(26, 3)', '(15, 3)', '(15, 12)', '(29, 11)', '(21, 7)']",50,0,50
144,"(23, 11)","(22, 11)",East,"[('(23, 12)', 'North', 1), ('(24, 11)', 'East', 1), ('(22, 11)', 'West', 1)]","['(24, 15)', '(23, 11)']","['(24, 11)', '(23, 12)', '(24, 15)']","['(34, 1)', '(27, 4)', '(28, 3)', '(17, 3)', '(14, 13)', '(17, 12)', '(19, 9)', '(32, 3)', '(15, 5)', '(29, 4)', '(16, 13)', '(21, 9)', '(34, 3)', '(27, 6)', '(17, 5)', '(30, 11)', '(19, 11)', '(35, 1)', '(24, 1)', '(35, 10)', '(15, 7)', '(18, 3)', '(22, 3)', '(28, 7)', '(17, 7)', '(33, 6)', '(35, 3)', '(24, 3)', '(13, 3)', '(15, 9)', '(18, 5)', '(31, 8)', '(34, 7)', '(27, 1)', '(17, 9)', '(32, 9)', '(35, 5)', '(24, 5)', '(25, 4)', '(15, 2)', '(16, 1)', '(13, 5)', '(15, 11)', '(31, 1)', '(20, 1)', '(31, 10)', '(34, 9)', '(22, 7)', '(14, 3)', '(23, 15)', '(17, 11)', '(33, 1)', '(33, 10)', '(35, 7)', '(24, 7)', '(25, 6)', '(16, 3)', '(15, 4)', '(13, 7)', '(15, 13)', '(18, 9)', '(31, 3)', '(20, 3)', '(21, 11)', '(23, 8)', '(33, 3)', '(19, 13)', '(35, 9)', '(24, 9)', '(16, 5)', '(29, 8)', '(31, 5)', '(23, 1)', '(22, 11)', '(21, 13)', '(14, 7)', '(33, 5)', '(35, 2)', '(25, 1)', '(35, 11)', '(16, 7)', '(29, 1)', '(31, 7)', '(21, 6)', '(23, 3)', '(21, 15)', '(27, 3)', '(19, 8)', '(33, 7)', '(35, 4)', '(13, 4)', '(25, 3)', '(29, 3)', '(31, 9)', '(21, 8)', '(23, 5)', '(27, 5)', '(19, 1)', '(17, 13)', '(33, 9)', '(25, 5)', '(29, 5)', '(31, 2)', '(21, 1)', '(31, 11)', '(23, 7)', '(27, 7)', '(17, 6)', '(19, 3)', '(19, 12)', '(33, 11)', '(25, 7)', '(15, 8)', '(29, 7)', '(31, 4)', '(22, 1)', '(21, 3)', '(20, 13)', '(18, 13)', '(21, 12)', '(23, 9)', '(30, 5)', '(33, 4)', '(19, 5)', '(25, 9)', '(15, 1)', '(15, 10)', '(29, 9)', '(31, 6)', '(21, 5)', '(23, 2)', '(21, 14)', '(23, 11)', '(27, 2)', '(28, 1)', '(17, 1)', '(22, 15)', '(17, 10)', '(19, 7)', '(26, 3)', '(15, 3)', '(15, 12)', '(29, 11)', '(21, 7)']",50,0,50
145,"(24, 15)","(23, 15)",East,"[('(25, 15)', 'East', 1), ('(23, 15)', 'West', 1)]","['(24, 11)', '(23, 12)', '(24, 15)']","['(25, 15)', '(24, 11)', '(23, 12)']","['(34, 1)', '(27, 4)', '(28, 3)', '(17, 3)', '(14, 13)', '(17, 12)', '(19, 9)', '(32, 3)', '(15, 5)', '(29, 4)', '(16, 13)', '(21, 9)', '(34, 3)', '(27, 6)', '(17, 5)', '(30, 11)', '(19, 11)', '(35, 1)', '(24, 1)', '(35, 10)', '(15, 7)', '(18, 3)', '(22, 3)', '(28, 7)', '(17, 7)', '(33, 6)', '(35, 3)', '(24, 3)', '(13, 3)', '(15, 9)', '(18, 5)', '(31, 8)', '(34, 7)', '(27, 1)', '(17, 9)', '(32, 9)', '(35, 5)', '(24, 5)', '(25, 4)', '(15, 2)', '(16, 1)', '(13, 5)', '(15, 11)', '(31, 1)', '(20, 1)', '(31, 10)', '(34, 9)', '(22, 7)', '(14, 3)', '(23, 15)', '(17, 11)', '(33, 1)', '(33, 10)', '(35, 7)', '(24, 7)', '(25, 6)', '(16, 3)', '(15, 4)', '(13, 7)', '(15, 13)', '(18, 9)', '(31, 3)', '(20, 3)', '(21, 11)', '(23, 8)', '(33, 3)', '(19, 13)', '(35, 9)', '(24, 9)', '(16, 5)', '(29, 8)', '(31, 5)', '(23, 1)', '(22, 11)', '(21, 13)', '(14, 7)', '(33, 5)', '(35, 2)', '(25, 1)', '(35, 11)', '(16, 7)', '(29, 1)', '(31, 7)', '(21, 6)', '(23, 3)', '(21, 15)', '(27, 3)', '(19, 8)', '(33, 7)', '(35, 4)', '(13, 4)', '(25, 3)', '(29, 3)', '(31, 9)', '(21, 8)', '(23, 5)', '(27, 5)', '(19, 1)', '(17, 13)', '(33, 9)', '(25, 5)', '(29, 5)', '(31, 2)', '(21, 1)', '(31, 11)', '(23, 7)', '(27, 7)', '(17, 6)', '(19, 3)', '(19, 12)', '(33, 11)', '(25, 7)', '(15, 8)', '(29, 7)', '(31, 4)', '(22, 1)', '(21, 3)', '(20, 13)', '(18, 13)', '(21, 12)', '(23, 9)', '(30, 5)', '(33, 4)', '(19, 5)', '(25, 9)', '(15, 1)', '(15, 10)', '(29, 9)', '(31, 6)', '(21, 5)', '(23, 2)', '(21, 14)', '(23, 11)', '(27, 2)', '(28, 1)', '(17, 1)', '(22, 15)', '(17, 10)', '(19, 7)', '(26, 3)', '(15, 3)', '(24, 15)', '(15, 12)', '(29, 11)', '(21, 7)']",51,0,51
146,"(23, 12)","(23, 11)",North,"[('(23, 13)', 'North', 1), ('(23, 11)', 'South', 1)]","['(25, 15)', '(24, 11)', '(23, 12)']","['(23, 13)', '(25, 15)', '(24, 11)']","['(34, 1)', '(27, 4)', '(28, 3)', '(17, 3)', '(14, 13)', '(17, 12)', '(19, 9)', '(32, 3)', '(15, 5)', '(29, 4)', '(16, 13)', '(21, 9)', '(34, 3)', '(27, 6)', '(17, 5)', '(30, 11)', '(19, 11)', '(35, 1)', '(24, 1)', '(35, 10)', '(15, 7)', '(18, 3)', '(22, 3)', '(28, 7)', '(17, 7)', '(33, 6)', '(35, 3)', '(24, 3)', '(13, 3)', '(15, 9)', '(18, 5)', '(31, 8)', '(34, 7)', '(27, 1)', '(17, 9)', '(32, 9)', '(35, 5)', '(24, 5)', '(25, 4)', '(15, 2)', '(16, 1)', '(13, 5)', '(15, 11)', '(31, 1)', '(20, 1)', '(31, 10)', '(34, 9)', '(22, 7)', '(14, 3)', '(23, 15)', '(17, 11)', '(33, 1)', '(33, 10)', '(35, 7)', '(24, 7)', '(25, 6)', '(16, 3)', '(15, 4)', '(13, 7)', '(15, 13)', '(18, 9)', '(31, 3)', '(20, 3)', '(21, 11)', '(23, 8)', '(33, 3)', '(19, 13)', '(35, 9)', '(24, 9)', '(16, 5)', '(29, 8)', '(31, 5)', '(23, 1)', '(22, 11)', '(21, 13)', '(14, 7)', '(33, 5)', '(35, 2)', '(25, 1)', '(35, 11)', '(16, 7)', '(29, 1)', '(31, 7)', '(21, 6)', '(23, 3)', '(21, 15)', '(23, 12)', '(27, 3)', '(19, 8)', '(33, 7)', '(35, 4)', '(13, 4)', '(25, 3)', '(29, 3)', '(31, 9)', '(21, 8)', '(23, 5)', '(27, 5)', '(19, 1)', '(17, 13)', '(33, 9)', '(25, 5)', '(29, 5)', '(31, 2)', '(21, 1)', '(31, 11)', '(23, 7)', '(27, 7)', '(17, 6)', '(19, 3)', '(19, 12)', '(33, 11)', '(25, 7)', '(15, 8)', '(29, 7)', '(31, 4)', '(22, 1)', '(21, 3)', '(20, 13)', '(18, 13)', '(21, 12)', '(23, 9)', '(30, 5)', '(33, 4)', '(19, 5)', '(25, 9)', '(15, 1)', '(15, 10)', '(29, 9)', '(31, 6)', '(21, 5)', '(23, 2)', '(21, 14)', '(23, 11)', '(27, 2)', '(28, 1)', '(17, 1)', '(22, 15)', '(17, 10)', '(19, 7)', '(26, 3)', '(15, 3)', '(24, 15)', '(15, 12)', '(29, 11)', '(21, 7)']",51,0,51
147,"(24, 11)","(23, 11)",East,"[('(25, 11)', 'East', 1), ('(23, 11)', 'West', 1)]","['(23, 13)', '(25, 15)', '(24, 11)']","['(25, 11)', '(23, 13)', '(25, 15)']","['(34, 1)', '(27, 4)', '(28, 3)', '(17, 3)', '(14, 13)', '(17, 12)', '(19, 9)', '(32, 3)', '(15, 5)', '(29, 4)', '(16, 13)', '(21, 9)', '(34, 3)', '(27, 6)', '(17, 5)', '(30, 11)', '(19, 11)', '(35, 1)', '(24, 1)', '(35, 10)', '(15, 7)', '(18, 3)', '(22, 3)', '(28, 7)', '(17, 7)', '(33, 6)', '(35, 3)', '(24, 3)', '(13, 3)', '(15, 9)', '(18, 5)', '(31, 8)', '(34, 7)', '(27, 1)', '(17, 9)', '(32, 9)', '(35, 5)', '(24, 5)', '(25, 4)', '(15, 2)', '(16, 1)', '(13, 5)', '(15, 11)', '(31, 1)', '(20, 1)', '(31, 10)', '(34, 9)', '(22, 7)', '(14, 3)', '(23, 15)', '(17, 11)', '(33, 1)', '(33, 10)', '(35, 7)', '(24, 7)', '(25, 6)', '(16, 3)', '(15, 4)', '(13, 7)', '(15, 13)', '(18, 9)', '(31, 3)', '(20, 3)', '(21, 11)', '(23, 8)', '(33, 3)', '(19, 13)', '(35, 9)', '(24, 9)', '(16, 5)', '(29, 8)', '(31, 5)', '(23, 1)', '(22, 11)', '(21, 13)', '(14, 7)', '(33, 5)', '(35, 2)', '(25, 1)', '(35, 11)', '(24, 11)', '(16, 7)', '(29, 1)', '(31, 7)', '(21, 6)', '(23, 3)', '(21, 15)', '(23, 12)', '(27, 3)', '(19, 8)', '(33, 7)', '(35, 4)', '(13, 4)', '(25, 3)', '(29, 3)', '(31, 9)', '(21, 8)', '(23, 5)', '(27, 5)', '(19, 1)', '(17, 13)', '(33, 9)', '(25, 5)', '(29, 5)', '(31, 2)', '(21, 1)', '(31, 11)', '(23, 7)', '(27, 7)', '(17, 6)', '(19, 3)', '(19, 12)', '(33, 11)', '(25, 7)', '(15, 8)', '(29, 7)', '(31, 4)', '(22, 1)', '(21, 3)', '(20, 13)', '(18, 13)', '(21, 12)', '(23, 9)', '(30, 5)', '(33, 4)', '(19, 5)', '(25, 9)', '(15, 1)', '(15, 10)', '(29, 9)', '(31, 6)', '(21, 5)', '(23, 2)', '(21, 14)', '(23, 11)', '(27, 2)', '(28, 1)', '(17, 1)', '(22, 15)', '(17, 10)', '(19, 7)', '(26, 3)', '(15, 3)', '(24, 15)', '(15, 12)', '(29, 11)', '(21, 7)']",51,0,51
148,"(25, 15)","(24, 15)",East,"[('(24, 15)', 'West', 1)]","['(25, 11)', '(23, 13)', '(25, 15)']","['(25, 11)', '(23, 13)']","['(34, 1)', '(27, 4)', '(28, 3)', '(17, 3)', '(14, 13)', '(17, 12)', '(19, 9)', '(32, 3)', '(15, 5)', '(29, 4)', '(16, 13)', '(21, 9)', '(34, 3)', '(27, 6)', '(17, 5)', '(30, 11)', '(19, 11)', '(35, 1)', '(24, 1)', '(35, 10)', '(15, 7)', '(18, 3)', '(22, 3)', '(28, 7)', '(17, 7)', '(33, 6)', '(35, 3)', '(24, 3)', '(13, 3)', '(15, 9)', '(18, 5)', '(31, 8)', '(34, 7)', '(27, 1)', '(17, 9)', '(32, 9)', '(35, 5)', '(24, 5)', '(25, 4)', '(15, 2)', '(16, 1)', '(13, 5)', '(15, 11)', '(31, 1)', '(20, 1)', '(31, 10)', '(34, 9)', '(22, 7)', '(14, 3)', '(23, 15)', '(17, 11)', '(33, 1)', '(33, 10)', '(35, 7)', '(24, 7)', '(25, 6)', '(16, 3)', '(15, 4)', '(13, 7)', '(15, 13)', '(25, 15)', '(18, 9)', '(31, 3)', '(20, 3)', '(21, 11)', '(23, 8)', '(33, 3)', '(19, 13)', '(35, 9)', '(24, 9)', '(16, 5)', '(29, 8)', '(31, 5)', '(23, 1)', '(22, 11)', '(21, 13)', '(14, 7)', '(33, 5)', '(35, 2)', '(25, 1)', '(35, 11)', '(24, 11)', '(16, 7)', '(29, 1)', '(31, 7)', '(21, 6)', '(23, 3)', '(21, 15)', '(23, 12)', '(27, 3)', '(19, 8)', '(33, 7)', '(35, 4)', '(13, 4)', '(25, 3)', '(29, 3)', '(31, 9)', '(21, 8)', '(23, 5)', '(27, 5)', '(19, 1)', '(17, 13)', '(33, 9)', '(25, 5)', '(29, 5)', '(31, 2)', '(21, 1)', '(31, 11)', '(23, 7)', '(27, 7)', '(17, 6)', '(19, 3)', '(19, 12)', '(33, 11)', '(25, 7)', '(15, 8)', '(29, 7)', '(31, 4)', '(22, 1)', '(21, 3)', '(20, 13)', '(18, 13)', '(21, 12)', '(23, 9)', '(30, 5)', '(33, 4)', '(19, 5)', '(25, 9)', '(15, 1)', '(15, 10)', '(29, 9)', '(31, 6)', '(21, 5)', '(23, 2)', '(21, 14)', '(23, 11)', '(27, 2)', '(28, 1)', '(17, 1)', '(22, 15)', '(17, 10)', '(19, 7)', '(26, 3)', '(15, 3)', '(24, 15)', '(15, 12)', '(29, 11)', '(21, 7)']",52,0,52
149,"(23, 13)","(23, 12)",North,"[('(23, 12)', 'South', 1), ('(24, 13)', 'East', 1)]","['(25, 11)', '(23, 13)']","['(24, 13)', '(25, 11)']","['(34, 1)', '(27, 4)', '(28, 3)', '(17, 3)', '(14, 13)', '(17, 12)', '(19, 9)', '(32, 3)', '(15, 5)', '(29, 4)', '(16, 13)', '(21, 9)', '(34, 3)', '(27, 6)', '(17, 5)', '(30, 11)', '(19, 11)', '(35, 1)', '(24, 1)', '(35, 10)', '(15, 7)', '(18, 3)', '(22, 3)', '(28, 7)', '(17, 7)', '(33, 6)', '(35, 3)', '(24, 3)', '(13, 3)', '(15, 9)', '(18, 5)', '(31, 8)', '(34, 7)', '(27, 1)', '(23, 13)', '(17, 9)', '(32, 9)', '(35, 5)', '(24, 5)', '(25, 4)', '(15, 2)', '(16, 1)', '(13, 5)', '(15, 11)', '(31, 1)', '(20, 1)', '(31, 10)', '(34, 9)', '(22, 7)', '(14, 3)', '(23, 15)', '(17, 11)', '(33, 1)', '(33, 10)', '(35, 7)', '(24, 7)', '(25, 6)', '(16, 3)', '(15, 4)', '(13, 7)', '(15, 13)', '(25, 15)', '(18, 9)', '(31, 3)', '(20, 3)', '(21, 11)', '(23, 8)', '(33, 3)', '(19, 13)', '(35, 9)', '(24, 9)', '(16, 5)', '(29, 8)', '(31, 5)', '(23, 1)', '(22, 11)', '(21, 13)', '(14, 7)', '(33, 5)', '(35, 2)', '(25, 1)', '(35, 11)', '(24, 11)', '(16, 7)', '(29, 1)', '(31, 7)', '(21, 6)', '(23, 3)', '(21, 15)', '(23, 12)', '(27, 3)', '(19, 8)', '(33, 7)', '(35, 4)', '(13, 4)', '(25, 3)', '(29, 3)', '(31, 9)', '(21, 8)', '(23, 5)', '(27, 5)', '(19, 1)', '(17, 13)', '(33, 9)', '(25, 5)', '(29, 5)', '(31, 2)', '(21, 1)', '(31, 11)', '(23, 7)', '(27, 7)', '(17, 6)', '(19, 3)', '(19, 12)', '(33, 11)', '(25, 7)', '(15, 8)', '(29, 7)', '(31, 4)', '(22, 1)', '(21, 3)', '(20, 13)', '(18, 13)', '(21, 12)', '(23, 9)', '(30, 5)', '(33, 4)', '(19, 5)', '(25, 9)', '(15, 1)', '(15, 10)', '(29, 9)', '(31, 6)', '(21, 5)', '(23, 2)', '(21, 14)', '(23, 11)', '(27, 2)', '(28, 1)', '(17, 1)', '(22, 15)', '(17, 10)', '(19, 7)', '(26, 3)', '(15, 3)', '(24, 15)', '(15, 12)', '(29, 11)', '(21, 7)']",52,0,52
150,"(25, 11)","(24, 11)",East,"[('(26, 11)', 'East', 1), ('(24, 11)', 'West', 1)]","['(24, 13)', '(25, 11)']","['(26, 11)', '(24, 13)']","['(34, 1)', '(27, 4)', '(28, 3)', '(17, 3)', '(14, 13)', '(17, 12)', '(19, 9)', '(32, 3)', '(15, 5)', '(29, 4)', '(16, 13)', '(21, 9)', '(34, 3)', '(27, 6)', '(17, 5)', '(30, 11)', '(19, 11)', '(35, 1)', '(24, 1)', '(35, 10)', '(15, 7)', '(18, 3)', '(22, 3)', '(28, 7)', '(17, 7)', '(33, 6)', '(35, 3)', '(24, 3)', '(13, 3)', '(15, 9)', '(25, 11)', '(18, 5)', '(31, 8)', '(34, 7)', '(27, 1)', '(23, 13)', '(17, 9)', '(32, 9)', '(35, 5)', '(24, 5)', '(25, 4)', '(15, 2)', '(16, 1)', '(13, 5)', '(15, 11)', '(31, 1)', '(20, 1)', '(31, 10)', '(34, 9)', '(22, 7)', '(14, 3)', '(23, 15)', '(17, 11)', '(33, 1)', '(33, 10)', '(35, 7)', '(24, 7)', '(25, 6)', '(16, 3)', '(15, 4)', '(13, 7)', '(15, 13)', '(25, 15)', '(18, 9)', '(31, 3)', '(20, 3)', '(21, 11)', '(23, 8)', '(33, 3)', '(19, 13)', '(35, 9)', '(24, 9)', '(16, 5)', '(29, 8)', '(31, 5)', '(23, 1)', '(22, 11)', '(21, 13)', '(14, 7)', '(33, 5)', '(35, 2)', '(25, 1)', '(35, 11)', '(24, 11)', '(16, 7)', '(29, 1)', '(31, 7)', '(21, 6)', '(23, 3)', '(21, 15)', '(23, 12)', '(27, 3)', '(19, 8)', '(33, 7)', '(35, 4)', '(13, 4)', '(25, 3)', '(29, 3)', '(31, 9)', '(21, 8)', '(23, 5)', '(27, 5)', '(19, 1)', '(17, 13)', '(33, 9)', '(25, 5)', '(29, 5)', '(31, 2)', '(21, 1)', '(31, 11)', '(23, 7)', '(27, 7)', '(17, 6)', '(19, 3)', '(19, 12)', '(33, 11)', '(25, 7)', '(15, 8)', '(29, 7)', '(31, 4)', '(22, 1)', '(21, 3)', '(20, 13)', '(18, 13)', '(21, 12)', '(23, 9)', '(30, 5)', '(33, 4)', '(19, 5)', '(25, 9)', '(15, 1)', '(15, 10)', '(29, 9)', '(31, 6)', '(21, 5)', '(23, 2)', '(21, 14)', '(23, 11)', '(27, 2)', '(28, 1)', '(17, 1)', '(22, 15)', '(17, 10)', '(19, 7)', '(26, 3)', '(15, 3)', '(24, 15)', '(15, 12)', '(29, 11)', '(21, 7)']",52,0,52
151,"(24, 13)","(23, 13)",East,"[('(25, 13)', 'East', 1), ('(23, 13)', 'West', 1)]","['(26, 11)', '(24, 13)']","['(25, 13)', '(26, 11)']","['(34, 1)', '(27, 4)', '(28, 3)', '(17, 3)', '(14, 13)', '(17, 12)', '(19, 9)', '(32, 3)', '(15, 5)', '(29, 4)', '(16, 13)', '(21, 9)', '(34, 3)', '(27, 6)', '(17, 5)', '(30, 11)', '(19, 11)', '(35, 1)', '(24, 1)', '(35, 10)', '(15, 7)', '(18, 3)', '(22, 3)', '(28, 7)', '(17, 7)', '(33, 6)', '(35, 3)', '(24, 3)', '(13, 3)', '(15, 9)', '(25, 11)', '(18, 5)', '(31, 8)', '(34, 7)', '(27, 1)', '(23, 13)', '(17, 9)', '(32, 9)', '(35, 5)', '(24, 5)', '(25, 4)', '(15, 2)', '(16, 1)', '(13, 5)', '(15, 11)', '(31, 1)', '(20, 1)', '(31, 10)', '(34, 9)', '(22, 7)', '(14, 3)', '(23, 15)', '(17, 11)', '(33, 1)', '(33, 10)', '(35, 7)', '(24, 7)', '(25, 6)', '(16, 3)', '(15, 4)', '(13, 7)', '(15, 13)', '(25, 15)', '(18, 9)', '(31, 3)', '(20, 3)', '(21, 11)', '(23, 8)', '(33, 3)', '(19, 13)', '(35, 9)', '(24, 9)', '(16, 5)', '(29, 8)', '(31, 5)', '(23, 1)', '(22, 11)', '(21, 13)', '(14, 7)', '(33, 5)', '(35, 2)', '(25, 1)', '(35, 11)', '(24, 11)', '(16, 7)', '(29, 1)', '(31, 7)', '(21, 6)', '(23, 3)', '(21, 15)', '(23, 12)', '(27, 3)', '(19, 8)', '(33, 7)', '(35, 4)', '(13, 4)', '(25, 3)', '(29, 3)', '(31, 9)', '(21, 8)', '(23, 5)', '(27, 5)', '(19, 1)', '(17, 13)', '(33, 9)', '(25, 5)', '(29, 5)', '(31, 2)', '(21, 1)', '(31, 11)', '(23, 7)', '(27, 7)', '(17, 6)', '(19, 3)', '(19, 12)', '(33, 11)', '(25, 7)', '(15, 8)', '(29, 7)', '(31, 4)', '(22, 1)', '(21, 3)', '(20, 13)', '(18, 13)', '(21, 12)', '(23, 9)', '(30, 5)', '(33, 4)', '(19, 5)', '(25, 9)', '(15, 1)', '(24, 13)', '(15, 10)', '(29, 9)', '(31, 6)', '(21, 5)', '(23, 2)', '(21, 14)', '(23, 11)', '(27, 2)', '(28, 1)', '(17, 1)', '(22, 15)', '(17, 10)', '(19, 7)', '(26, 3)', '(15, 3)', '(24, 15)', '(15, 12)', '(29, 11)', '(21, 7)']",53,0,53
152,"(26, 11)","(25, 11)",East,"[('(27, 11)', 'East', 1), ('(25, 11)', 'West', 1)]","['(25, 13)', '(26, 11)']","['(27, 11)', '(25, 13)']","['(34, 1)', '(27, 4)', '(28, 3)', '(17, 3)', '(14, 13)', '(17, 12)', '(19, 9)', '(32, 3)', '(15, 5)', '(29, 4)', '(16, 13)', '(21, 9)', '(34, 3)', '(27, 6)', '(17, 5)', '(30, 11)', '(19, 11)', '(35, 1)', '(24, 1)', '(35, 10)', '(15, 7)', '(18, 3)', '(22, 3)', '(28, 7)', '(17, 7)', '(33, 6)', '(35, 3)', '(24, 3)', '(13, 3)', '(15, 9)', '(25, 11)', '(18, 5)', '(31, 8)', '(34, 7)', '(27, 1)', '(23, 13)', '(17, 9)', '(32, 9)', '(35, 5)', '(24, 5)', '(25, 4)', '(15, 2)', '(16, 1)', '(13, 5)', '(15, 11)', '(26, 11)', '(31, 1)', '(20, 1)', '(31, 10)', '(34, 9)', '(22, 7)', '(14, 3)', '(23, 15)', '(17, 11)', '(33, 1)', '(33, 10)', '(35, 7)', '(24, 7)', '(25, 6)', '(16, 3)', '(15, 4)', '(13, 7)', '(15, 13)', '(25, 15)', '(18, 9)', '(31, 3)', '(20, 3)', '(21, 11)', '(23, 8)', '(33, 3)', '(19, 13)', '(35, 9)', '(24, 9)', '(16, 5)', '(29, 8)', '(31, 5)', '(23, 1)', '(22, 11)', '(21, 13)', '(14, 7)', '(33, 5)', '(35, 2)', '(25, 1)', '(35, 11)', '(24, 11)', '(16, 7)', '(29, 1)', '(31, 7)', '(21, 6)', '(23, 3)', '(21, 15)', '(23, 12)', '(27, 3)', '(19, 8)', '(33, 7)', '(35, 4)', '(13, 4)', '(25, 3)', '(29, 3)', '(31, 9)', '(21, 8)', '(23, 5)', '(27, 5)', '(19, 1)', '(17, 13)', '(33, 9)', '(25, 5)', '(29, 5)', '(31, 2)', '(21, 1)', '(31, 11)', '(23, 7)', '(27, 7)', '(17, 6)', '(19, 3)', '(19, 12)', '(33, 11)', '(25, 7)', '(15, 8)', '(29, 7)', '(31, 4)', '(22, 1)', '(21, 3)', '(20, 13)', '(18, 13)', '(21, 12)', '(23, 9)', '(30, 5)', '(33, 4)', '(19, 5)', '(25, 9)', '(15, 1)', '(24, 13)', '(15, 10)', '(29, 9)', '(31, 6)', '(21, 5)', '(23, 2)', '(21, 14)', '(23, 11)', '(27, 2)', '(28, 1)', '(17, 1)', '(22, 15)', '(17, 10)', '(19, 7)', '(26, 3)', '(15, 3)', '(24, 15)', '(15, 12)', '(29, 11)', '(21, 7)']",53,0,53
